series,x,y,x_uncertainty,y_uncertainty,pixel_x,pixel_y,pixel_half_height,center_localization_half_width_px,segment_break,status,candidate_id,reviewed_by,review_decision,review_reason,evidence_segment_break,curve_topology,curve_segment,curve_order,data_id,data_provenance,topology_provenance
p1,1977.6603434229648,31.327932712987362,2.299599428514739,0.0936751858931828,504,318.5,7.5,0.5,False,visible,line-p1-000388,example-reviewer,accepted,,False,continuous,0,387,curve-p1-000388,reviewed_visible_observation,confirmed_continuous_curve
p1,1982.2595422799943,29.267078623337433,2.2995994285151937,0.0936751858931828,505,329.5,1.5,0.5,False,visible,line-p1-000389,example-reviewer,accepted,,False,continuous,0,388,curve-p1-000389,reviewed_visible_observation,confirmed_continuous_curve
p1,1986.8587411370243,29.735454552803326,2.299599428514739,0.0936751858931828,506,327.0,4.0,0.5,False,visible,line-p1-000390,example-reviewer,accepted,,False,continuous,0,389,curve-p1-000390,reviewed_visible_observation,confirmed_continuous_curve
p1,1991.4579399940537,31.234257527094186,2.299599428514739,0.0936751858931828,507,319.0,7.0,0.5,False,visible,line-p1-000391,example-reviewer,accepted,,False,continuous,0,390,curve-p1-000391,reviewed_visible_observation,confirmed_continuous_curve
p1,1996.0571388510832,32.73306050138504,2.299599428514739,0.0936751858931828,508,311.0,9.0,0.5,False,visible,line-p1-000392,example-reviewer,accepted,,False,continuous,0,391,curve-p1-000392,reviewed_visible_observation,confirmed_continuous_curve
p1,2000.6563377081127,34.04451310388954,2.299599428514739,0.0936751858931828,509,304.0,7.0,0.5,False,visible,line-p1-000393,example-reviewer,accepted,,False,continuous,0,392,curve-p1-000393,reviewed_visible_observation,confirmed_continuous_curve
p1,2005.2555365651426,35.44964089228722,2.2995994285151937,0.0936751858931828,510,296.5,4.5,0.5,False,visible,line-p1-000394,example-reviewer,accepted,,False,continuous,0,393,curve-p1-000394,reviewed_visible_observation,confirmed_continuous_curve
p1,2009.854735422172,36.29271756532583,2.299599428514739,0.0936751858931828,511,292.0,4.0,0.5,False,visible,line-p1-000395,example-reviewer,accepted,,False,continuous,0,394,curve-p1-000395,reviewed_visible_observation,confirmed_continuous_curve
p1,2014.4539342792016,37.13579423836444,2.299599428514739,0.0936751858931757,512,287.5,3.5,0.5,False,visible,line-p1-000396,example-reviewer,accepted,,False,continuous,0,395,curve-p1-000396,reviewed_visible_observation,confirmed_continuous_curve
p1,2019.053133136231,37.60417016783033,2.299599428514739,0.0936751858931757,513,285.0,2.0,0.5,False,visible,line-p1-000397,example-reviewer,accepted,,False,continuous,0,396,curve-p1-000397,reviewed_visible_observation,confirmed_continuous_curve
p1,2023.6523319932605,37.60417016783033,2.2995994285151937,0.0936751858931757,514,285.0,1.0,0.5,False,visible,line-p1-000398,example-reviewer,accepted,,False,continuous,0,397,curve-p1-000398,reviewed_visible_observation,confirmed_continuous_curve
p1,2028.2515308502905,37.416819796043974,2.299599428514739,0.0936751858931828,515,286.0,1.0,0.5,False,visible,line-p1-000399,example-reviewer,accepted,,False,continuous,0,398,curve-p1-000399,reviewed_visible_observation,confirmed_continuous_curve
p1,2032.85072970732,37.13579423836444,2.299599428514739,0.0936751858931757,516,287.5,1.5,0.5,False,visible,line-p1-000400,example-reviewer,accepted,,False,continuous,0,399,curve-p1-000400,reviewed_visible_observation,confirmed_continuous_curve
p1,2037.4499285643494,36.854768680684906,2.299599428514739,0.0936751858931828,517,289.0,1.0,0.5,False,visible,line-p1-000401,example-reviewer,accepted,,False,continuous,0,400,curve-p1-000401,reviewed_visible_observation,confirmed_continuous_curve
p1,2042.049127421379,37.13579423836444,2.299599428514739,0.0936751858931757,518,287.5,2.5,0.5,False,visible,line-p1-000402,example-reviewer,accepted,,False,continuous,0,401,curve-p1-000402,reviewed_visible_observation,confirmed_continuous_curve
p1,2046.6483262784088,37.88519572550987,2.2995994285151937,0.0936751858931828,519,283.5,3.5,0.5,False,visible,line-p1-000403,example-reviewer,accepted,,False,continuous,0,402,curve-p1-000403,reviewed_visible_observation,confirmed_continuous_curve
p1,2051.247525135438,38.72827239854848,2.299599428514739,0.0936751858931757,520,279.0,5.0,0.5,False,visible,line-p1-000404,example-reviewer,accepted,,False,continuous,0,403,curve-p1-000404,reviewed_visible_observation,confirmed_continuous_curve
p1,2055.8467239924676,39.571349071587086,2.299599428514739,0.0936751858931828,521,274.5,4.5,0.5,False,visible,line-p1-000405,example-reviewer,accepted,,False,continuous,0,404,curve-p1-000405,reviewed_visible_observation,confirmed_continuous_curve
p1,2060.445922849497,40.22707537283934,2.299599428514739,0.0936751858931828,522,271.0,2.0,0.5,False,visible,line-p1-000406,example-reviewer,accepted,,False,continuous,0,405,curve-p1-000406,reviewed_visible_observation,confirmed_continuous_curve
p1,2065.0451217065274,40.50810093051887,2.2995994285156485,0.0936751858931828,523,269.5,0.5,0.5,False,visible,line-p1-000407,example-reviewer,accepted,,False,continuous,0,406,curve-p1-000407,reviewed_visible_observation,confirmed_continuous_curve
p1,2069.644320563557,40.69545130230523,2.299599428514739,0.0936751858931828,524,268.5,1.5,0.5,False,visible,line-p1-000408,example-reviewer,accepted,,False,continuous,0,407,curve-p1-000408,reviewed_visible_observation,confirmed_continuous_curve
p1,2074.2435194205864,41.16382723177112,2.299599428514739,0.0936751858931828,525,266.0,2.0,0.5,False,visible,line-p1-000409,example-reviewer,accepted,,False,continuous,0,408,curve-p1-000409,reviewed_visible_observation,confirmed_continuous_curve
p1,2078.842718277616,41.53852797534383,2.299599428514739,0.0936751858931828,526,264.0,2.0,0.5,False,visible,line-p1-000410,example-reviewer,accepted,,False,continuous,0,409,curve-p1-000410,reviewed_visible_observation,confirmed_continuous_curve
p1,2083.4419171346453,41.2575024176643,2.299599428514739,0.0936751858931828,527,265.5,2.5,0.5,False,visible,line-p1-000411,example-reviewer,accepted,,False,continuous,0,410,curve-p1-000411,reviewed_visible_observation,confirmed_continuous_curve
p1,2088.041115991675,40.789126488198406,2.299599428514739,0.0936751858931757,528,268.0,2.0,0.5,False,visible,line-p1-000412,example-reviewer,accepted,,False,continuous,0,411,curve-p1-000412,reviewed_visible_observation,confirmed_continuous_curve
p1,2092.6403148487043,41.07015204587794,2.299599428514739,0.0936751858931828,529,266.5,3.5,0.5,False,visible,line-p1-000413,example-reviewer,accepted,,False,continuous,0,412,curve-p1-000413,reviewed_visible_observation,confirmed_continuous_curve
p1,2097.2395137057338,41.632203161237015,2.299599428514739,0.0936751858931828,530,263.5,3.5,0.5,False,visible,line-p1-000414,example-reviewer,accepted,,False,continuous,0,413,curve-p1-000414,reviewed_visible_observation,confirmed_continuous_curve
p1,2101.8387125627632,42.006903904809725,2.299599428514739,0.0936751858931828,531,261.5,1.5,0.5,False,visible,line-p1-000415,example-reviewer,accepted,,False,continuous,0,414,curve-p1-000415,reviewed_visible_observation,confirmed_continuous_curve
p1,2106.4379114197936,41.632203161237015,2.2995994285156485,0.0936751858931828,532,263.5,1.5,0.5,False,visible,line-p1-000416,example-reviewer,accepted,,False,continuous,0,415,curve-p1-000416,reviewed_visible_observation,confirmed_continuous_curve
p1,2111.037110276823,41.2575024176643,2.299599428514739,0.0936751858931828,533,265.5,1.5,0.5,False,visible,line-p1-000417,example-reviewer,accepted,,False,continuous,0,416,curve-p1-000417,reviewed_visible_observation,confirmed_continuous_curve
p1,2115.6363091338526,40.88280167409158,2.299599428514739,0.0936751858931828,534,267.5,1.5,0.5,False,visible,line-p1-000418,example-reviewer,accepted,,False,continuous,0,417,curve-p1-000418,reviewed_visible_observation,confirmed_continuous_curve
p1,2120.235507990882,40.69545130230523,2.299599428514739,0.0936751858931828,535,268.5,0.5,0.5,False,visible,line-p1-000419,example-reviewer,accepted,,False,continuous,0,418,curve-p1-000419,reviewed_visible_observation,confirmed_continuous_curve
p1,2124.8347068479115,40.789126488198406,2.299599428514739,0.0936751858931757,536,268.0,1.0,0.5,False,visible,line-p1-000420,example-reviewer,accepted,,False,continuous,0,419,curve-p1-000420,reviewed_visible_observation,confirmed_continuous_curve
p1,2129.433905704941,40.976476859984764,2.299599428514739,0.0936751858931828,537,267.0,1.0,0.5,False,visible,line-p1-000421,example-reviewer,accepted,,False,continuous,0,420,curve-p1-000421,reviewed_visible_observation,confirmed_continuous_curve
p1,2134.0331045619705,41.2575024176643,2.299599428514739,0.0936751858931828,538,265.5,1.5,0.5,False,visible,line-p1-000422,example-reviewer,accepted,,False,continuous,0,421,curve-p1-000422,reviewed_visible_observation,confirmed_continuous_curve
p1,2138.632303419,41.632203161237015,2.299599428514739,0.0936751858931828,539,263.5,1.5,0.5,False,visible,line-p1-000423,example-reviewer,accepted,,False,continuous,0,422,curve-p1-000423,reviewed_visible_observation,confirmed_continuous_curve
p1,2143.2315022760295,42.10057909070291,2.2995994285156485,0.0936751858931828,540,261.0,3.0,0.5,False,visible,line-p1-000424,example-reviewer,accepted,,False,continuous,0,423,curve-p1-000424,reviewed_visible_observation,confirmed_continuous_curve
p1,2147.83070113306,42.475279834275625,2.299599428514739,0.0936751858931828,541,259.0,2.0,0.5,False,visible,line-p1-000425,example-reviewer,accepted,,False,continuous,0,424,curve-p1-000425,reviewed_visible_observation,confirmed_continuous_curve
p1,2152.4298999900893,43.13100613552787,2.299599428514739,0.0936751858931828,542,255.5,1.5,0.5,False,visible,line-p1-000426,example-reviewer,accepted,,False,continuous,0,425,curve-p1-000426,reviewed_visible_observation,confirmed_continuous_curve
p1,2157.029098847119,43.505706879100586,2.299599428514739,0.0936751858931757,543,253.5,1.5,0.5,False,visible,line-p1-000427,example-reviewer,accepted,,False,continuous,0,426,curve-p1-000427,reviewed_visible_observation,confirmed_continuous_curve
p1,2161.6282977041483,43.31835650731423,2.299599428514739,0.0936751858931828,544,254.5,2.5,0.5,False,visible,line-p1-000428,example-reviewer,accepted,,False,continuous,0,427,curve-p1-000428,reviewed_visible_observation,confirmed_continuous_curve
p1,2166.2274965611778,42.849980577848335,2.299599428514739,0.0936751858931828,545,257.0,2.0,0.5,False,visible,line-p1-000429,example-reviewer,accepted,,False,continuous,0,428,curve-p1-000429,reviewed_visible_observation,confirmed_continuous_curve
p1,2170.8266954182072,42.475279834275625,2.299599428514739,0.0936751858931828,546,259.0,1.0,0.5,False,visible,line-p1-000430,example-reviewer,accepted,,False,continuous,0,429,curve-p1-000430,reviewed_visible_observation,confirmed_continuous_curve
p1,2175.4258942752367,42.38160464838244,2.299599428514739,0.0936751858931828,547,259.5,0.5,0.5,False,visible,line-p1-000431,example-reviewer,accepted,,False,continuous,0,430,curve-p1-000431,reviewed_visible_observation,confirmed_continuous_curve
p1,2180.025093132266,42.28792946248927,2.299599428514739,0.0936751858931828,548,260.0,1.0,0.5,False,visible,line-p1-000432,example-reviewer,accepted,,False,continuous,0,431,curve-p1-000432,reviewed_visible_observation,confirmed_continuous_curve
p1,2184.6242919892966,42.194254276596084,2.2995994285156485,0.0936751858931828,549,260.5,0.5,0.5,False,visible,line-p1-000433,example-reviewer,accepted,,False,continuous,0,432,curve-p1-000433,reviewed_visible_observation,confirmed_continuous_curve
p1,2189.223490846326,43.03733094963469,2.299599428514739,0.0936751858931757,550,256.0,5.0,0.5,False,visible,line-p1-000434,example-reviewer,accepted,,False,continuous,0,433,curve-p1-000434,reviewed_visible_observation,confirmed_continuous_curve
p1,2193.8226897033555,44.06775799445966,2.299599428514739,0.0936751858931828,551,250.5,9.5,0.5,False,visible,line-p1-000435,example-reviewer,accepted,,False,continuous,0,434,curve-p1-000435,reviewed_visible_observation,confirmed_continuous_curve
p1,2198.421888560385,45.191860225177805,2.299599428514739,0.0936751858931828,552,244.5,5.5,0.5,False,visible,line-p1-000436,example-reviewer,accepted,,False,continuous,0,435,curve-p1-000436,reviewed_visible_observation,confirmed_continuous_curve
p1,2203.0210874174145,44.16143318035284,2.299599428514739,0.0936751858931757,553,250.0,11.0,0.5,False,visible,line-p1-000437,example-reviewer,accepted,,False,continuous,0,436,curve-p1-000437,reviewed_visible_observation,confirmed_continuous_curve
p1,2207.620286274444,42.5689550201688,2.299599428514739,0.0936751858931757,554,258.5,8.5,0.5,False,visible,line-p1-000438,example-reviewer,accepted,,False,continuous,0,437,curve-p1-000438,reviewed_visible_observation,confirmed_continuous_curve
p1,2212.2194851314734,41.16382723177112,2.299599428514739,0.0936751858931828,555,266.0,4.0,0.5,False,visible,line-p1-000439,example-reviewer,accepted,,False,continuous,0,438,curve-p1-000439,reviewed_visible_observation,confirmed_continuous_curve
p1,2216.818683988503,40.32075055873251,2.299599428514739,0.0936751858931757,556,270.5,2.5,0.5,False,visible,line-p1-000440,example-reviewer,accepted,,False,continuous,0,439,curve-p1-000440,reviewed_visible_observation,confirmed_continuous_curve
p1,2221.4178828455324,40.22707537283934,2.299599428514739,0.0936751858931828,557,271.0,2.0,0.5,False,visible,line-p1-000441,example-reviewer,accepted,,False,continuous,0,440,curve-p1-000441,reviewed_visible_observation,confirmed_continuous_curve
p1,2226.017081702563,40.69545130230523,2.2995994285156485,0.0936751858931828,558,268.5,2.5,0.5,False,visible,line-p1-000442,example-reviewer,accepted,,False,continuous,0,441,curve-p1-000442,reviewed_visible_observation,confirmed_continuous_curve
p1,2230.6162805595923,40.69545130230523,2.299599428514739,0.0936751858931828,559,268.5,2.5,0.5,False,visible,line-p1-000443,example-reviewer,accepted,,False,continuous,0,442,curve-p1-000443,reviewed_visible_observation,confirmed_continuous_curve
p1,2235.2154794166217,40.133400186946155,2.299599428514739,0.0936751858931828,560,271.5,3.5,0.5,False,visible,line-p1-000444,example-reviewer,accepted,,False,continuous,0,443,curve-p1-000444,reviewed_visible_observation,confirmed_continuous_curve
p1,2239.814678273651,39.758699443373445,2.299599428514739,0.0936751858931828,561,273.5,1.5,0.5,False,visible,line-p1-000445,example-reviewer,accepted,,False,continuous,0,444,curve-p1-000445,reviewed_visible_observation,confirmed_continuous_curve
p1,2244.4138771306807,40.133400186946155,2.299599428514739,0.0936751858931828,562,271.5,2.5,0.5,False,visible,line-p1-000446,example-reviewer,accepted,,False,continuous,0,445,curve-p1-000446,reviewed_visible_observation,confirmed_continuous_curve
p1,2249.01307598771,40.22707537283934,2.299599428514739,0.0936751858931828,563,271.0,3.0,0.5,False,visible,line-p1-000447,example-reviewer,accepted,,False,continuous,0,446,curve-p1-000447,reviewed_visible_observation,confirmed_continuous_curve
p1,2253.6122748447397,39.4776738856939,2.299599428514739,0.0936751858931828,564,275.0,7.0,0.5,False,visible,line-p1-000448,example-reviewer,accepted,,False,continuous,0,447,curve-p1-000448,reviewed_visible_observation,confirmed_continuous_curve
p1,2258.211473701769,38.54092202676212,2.299599428514739,0.0936751858931828,565,280.0,5.0,0.5,False,visible,line-p1-000449,example-reviewer,accepted,,False,continuous,0,448,curve-p1-000449,reviewed_visible_observation,confirmed_continuous_curve
p1,2262.8106725587986,37.51049498193716,2.2995994285156485,0.0936751858931828,566,285.5,2.5,0.5,False,visible,line-p1-000450,example-reviewer,accepted,,False,continuous,0,449,curve-p1-000450,reviewed_visible_observation,confirmed_continuous_curve
p1,2267.409871415829,36.94844386657808,2.299599428514739,0.0936751858931828,567,288.5,2.5,0.5,False,visible,line-p1-000451,example-reviewer,accepted,,False,continuous,0,450,curve-p1-000451,reviewed_visible_observation,confirmed_continuous_curve
p1,2272.0090702728585,36.29271756532583,2.299599428514739,0.0936751858931828,568,292.0,3.0,0.5,False,visible,line-p1-000452,example-reviewer,accepted,,False,continuous,0,451,curve-p1-000452,reviewed_visible_observation,confirmed_continuous_curve
p1,2276.608269129888,35.73066644996676,2.299599428514739,0.0936751858931828,569,295.0,3.0,0.5,False,visible,line-p1-000453,example-reviewer,accepted,,False,continuous,0,452,curve-p1-000453,reviewed_visible_observation,confirmed_continuous_curve
p1,2281.2074679869174,35.26229052050087,2.299599428514739,0.0936751858931828,570,297.5,1.5,0.5,False,visible,line-p1-000454,example-reviewer,accepted,,False,continuous,0,453,curve-p1-000454,reviewed_visible_observation,confirmed_continuous_curve
p1,2285.806666843947,34.98126496282133,2.299599428514739,0.0936751858931828,571,299.0,1.0,0.5,False,visible,line-p1-000455,example-reviewer,accepted,,False,continuous,0,454,curve-p1-000455,reviewed_visible_observation,confirmed_continuous_curve
p1,2290.4058657009764,34.88758977692815,2.299599428514739,0.0936751858931757,572,299.5,0.5,0.5,False,visible,line-p1-000456,example-reviewer,accepted,,False,continuous,0,455,curve-p1-000456,reviewed_visible_observation,confirmed_continuous_curve
p1,2295.005064558006,34.88758977692815,2.299599428514739,0.0936751858931757,573,299.5,0.5,0.5,False,visible,line-p1-000457,example-reviewer,accepted,,False,continuous,0,456,curve-p1-000457,reviewed_visible_observation,confirmed_continuous_curve
p1,2299.6042634150353,34.88758977692815,2.299599428514739,0.0936751858931757,574,299.5,0.5,0.5,False,visible,line-p1-000458,example-reviewer,accepted,,False,continuous,0,457,curve-p1-000458,reviewed_visible_observation,confirmed_continuous_curve
p1,2304.2034622720657,34.79391459103498,2.2995994285156485,0.0936751858931828,575,300.0,1.0,0.5,False,visible,line-p1-000459,example-reviewer,accepted,,False,continuous,0,458,curve-p1-000459,reviewed_visible_observation,confirmed_continuous_curve
p1,2308.802661129095,34.98126496282133,2.299599428514739,0.0936751858931828,576,299.0,3.0,0.5,False,visible,line-p1-000460,example-reviewer,accepted,,False,continuous,0,459,curve-p1-000460,reviewed_visible_observation,confirmed_continuous_curve
p1,2313.4018599861247,35.73066644996676,2.299599428514739,0.0936751858931828,577,295.0,6.0,0.5,False,visible,line-p1-000461,example-reviewer,accepted,,False,continuous,0,460,curve-p1-000461,reviewed_visible_observation,confirmed_continuous_curve
p1,2318.001058843154,36.573743123005364,2.299599428514739,0.0936751858931828,578,290.5,4.5,0.5,False,visible,line-p1-000462,example-reviewer,accepted,,False,continuous,0,461,curve-p1-000462,reviewed_visible_observation,confirmed_continuous_curve
p1,2322.6002577001836,37.042119052471264,2.299599428514739,0.0936751858931828,579,288.0,1.0,0.5,False,visible,line-p1-000463,example-reviewer,accepted,,False,continuous,0,462,curve-p1-000463,reviewed_visible_observation,confirmed_continuous_curve
p1,2327.199456557213,36.76109349479172,2.299599428514739,0.0936751858931828,580,289.5,1.5,0.5,False,visible,line-p1-000464,example-reviewer,accepted,,False,continuous,0,463,curve-p1-000464,reviewed_visible_observation,confirmed_continuous_curve
p1,2331.7986554142426,36.66741830889855,2.299599428514739,0.0936751858931828,581,290.0,1.0,0.5,False,visible,line-p1-000465,example-reviewer,accepted,,False,continuous,0,464,curve-p1-000465,reviewed_visible_observation,confirmed_continuous_curve
p1,2336.397854271272,36.854768680684906,2.299599428514739,0.0936751858931828,582,289.0,1.0,0.5,False,visible,line-p1-000466,example-reviewer,accepted,,False,continuous,0,465,curve-p1-000466,reviewed_visible_observation,confirmed_continuous_curve
p1,2340.9970531283016,37.042119052471264,2.299599428514739,0.0936751858931828,583,288.0,1.0,0.5,False,visible,line-p1-000467,example-reviewer,accepted,,False,continuous,0,466,curve-p1-000467,reviewed_visible_observation,confirmed_continuous_curve
p1,2345.596251985332,36.854768680684906,2.2995994285156485,0.0936751858931828,584,289.0,1.0,0.5,False,visible,line-p1-000468,example-reviewer,accepted,,False,continuous,0,467,curve-p1-000468,reviewed_visible_observation,confirmed_continuous_curve
p1,2350.1954508423614,36.94844386657808,2.299599428514739,0.0936751858931828,585,288.5,1.5,0.5,False,visible,line-p1-000469,example-reviewer,accepted,,False,continuous,0,468,curve-p1-000469,reviewed_visible_observation,confirmed_continuous_curve
p1,2354.794649699391,37.229469424257616,2.299599428514739,0.0936751858931828,586,287.0,1.0,0.5,False,visible,line-p1-000470,example-reviewer,accepted,,False,continuous,0,469,curve-p1-000470,reviewed_visible_observation,confirmed_continuous_curve
p1,2359.3938485564204,37.416819796043974,2.299599428514739,0.0936751858931828,587,286.0,1.0,0.5,False,visible,line-p1-000471,example-reviewer,accepted,,False,continuous,0,470,curve-p1-000471,reviewed_visible_observation,confirmed_continuous_curve
p1,2363.99304741345,37.416819796043974,2.299599428514739,0.0936751858931828,588,286.0,1.0,0.5,False,visible,line-p1-000472,example-reviewer,accepted,,False,continuous,0,471,curve-p1-000472,reviewed_visible_observation,confirmed_continuous_curve
p1,2368.5922462704793,36.94844386657808,2.299599428514739,0.0936751858931828,589,288.5,2.5,0.5,False,visible,line-p1-000473,example-reviewer,accepted,,False,continuous,0,472,curve-p1-000473,reviewed_visible_observation,confirmed_continuous_curve
p1,2373.191445127509,36.29271756532583,2.299599428514739,0.0936751858931828,590,292.0,5.0,0.5,False,visible,line-p1-000474,example-reviewer,accepted,,False,continuous,0,473,curve-p1-000474,reviewed_visible_observation,confirmed_continuous_curve
p1,2377.7906439845383,35.168615334607686,2.299599428514739,0.0936751858931828,591,298.0,6.0,0.5,False,visible,line-p1-000475,example-reviewer,accepted,,False,continuous,0,474,curve-p1-000475,reviewed_visible_observation,confirmed_continuous_curve
p1,2382.3898428415678,33.95083791799637,2.2995994285156485,0.0936751858931828,592,304.5,6.5,0.5,False,visible,line-p1-000476,example-reviewer,accepted,,False,continuous,0,475,curve-p1-000476,reviewed_visible_observation,confirmed_continuous_curve
p1,2386.989041698598,32.54571012959869,2.299599428514739,0.0936751858931828,593,312.0,7.0,0.5,False,visible,line-p1-000477,example-reviewer,accepted,,False,continuous,0,476,curve-p1-000477,reviewed_visible_observation,confirmed_continuous_curve
p1,2391.5882405556276,31.046907155307828,2.299599428514739,0.0936751858931757,594,320.0,8.0,0.5,False,visible,line-p1-000478,example-reviewer,accepted,,False,continuous,0,477,curve-p1-000478,reviewed_visible_observation,confirmed_continuous_curve
p1,2396.187439412657,29.922804924589684,2.299599428514739,0.0936751858931757,595,326.0,6.0,0.5,False,visible,line-p1-000479,example-reviewer,accepted,,False,continuous,0,478,curve-p1-000479,reviewed_visible_observation,confirmed_continuous_curve
p1,2409.9850359837455,30.20383048226922,2.299599428514739,0.0936751858931828,598,324.5,1.5,0.5,False,visible,line-p1-000480,example-reviewer,accepted,,True,continuous,0,479,curve-p1-000480,reviewed_visible_observation,confirmed_continuous_curve
p1,2414.584234840775,30.48485603994876,2.299599428514739,0.0936751858931828,599,323.0,1.0,0.5,False,visible,line-p1-000481,example-reviewer,accepted,,False,continuous,0,480,curve-p1-000481,reviewed_visible_observation,confirmed_continuous_curve
p1,2423.782632554835,31.70263345656008,2.2995994285156485,0.0936751858931828,601,316.5,3.5,0.5,False,visible,line-p1-000482,example-reviewer,accepted,,True,continuous,0,481,curve-p1-000482,reviewed_visible_observation,confirmed_continuous_curve
p1,2428.3818314118644,32.17100938602597,2.299599428514739,0.0936751858931757,602,314.0,4.0,0.5,False,visible,line-p1-000483,example-reviewer,accepted,,False,continuous,0,482,curve-p1-000483,reviewed_visible_observation,confirmed_continuous_curve
p1,2432.981030268894,33.01408605906458,2.299599428514739,0.0936751858931828,603,309.5,2.5,0.5,False,visible,line-p1-000484,example-reviewer,accepted,,False,continuous,0,483,curve-p1-000484,reviewed_visible_observation,confirmed_continuous_curve
p1,2437.5802291259233,33.76348754621001,2.299599428514739,0.0936751858931757,604,305.5,3.5,0.5,False,visible,line-p1-000485,example-reviewer,accepted,,False,continuous,0,484,curve-p1-000485,reviewed_visible_observation,confirmed_continuous_curve
p1,2442.179427982953,34.512889033355435,2.299599428514739,0.0936751858931828,605,301.5,4.5,0.5,False,visible,line-p1-000486,example-reviewer,accepted,,False,continuous,0,485,curve-p1-000486,reviewed_visible_observation,confirmed_continuous_curve
p1,2446.7786268399823,35.355965706394045,2.299599428514739,0.0936751858931757,606,297.0,4.0,0.5,False,visible,line-p1-000487,example-reviewer,accepted,,False,continuous,0,486,curve-p1-000487,reviewed_visible_observation,confirmed_continuous_curve
p1,2451.3778256970118,36.011692007646296,2.299599428514739,0.0936751858931757,607,293.5,2.5,0.5,False,visible,line-p1-000488,example-reviewer,accepted,,False,continuous,0,487,curve-p1-000488,reviewed_visible_observation,confirmed_continuous_curve
p1,2455.9770245540412,36.66741830889855,2.299599428514739,0.0936751858931828,608,290.0,2.0,0.5,False,visible,line-p1-000489,example-reviewer,accepted,,False,continuous,0,488,curve-p1-000489,reviewed_visible_observation,confirmed_continuous_curve
p1,2460.5762234110707,37.416819796043974,2.299599428514739,0.0936751858931828,609,286.0,4.0,0.5,False,visible,line-p1-000490,example-reviewer,accepted,,False,continuous,0,489,curve-p1-000490,reviewed_visible_observation,confirmed_continuous_curve
p1,2465.175422268101,38.35357165497576,2.2995994285156485,0.0936751858931828,610,281.0,6.0,0.5,False,visible,line-p1-000491,example-reviewer,accepted,,False,continuous,0,490,curve-p1-000491,reviewed_visible_observation,confirmed_continuous_curve
p1,2469.7746211251306,39.290323513907545,2.299599428514739,0.0936751858931828,611,276.0,5.0,0.5,False,visible,line-p1-000492,example-reviewer,accepted,,False,continuous,0,491,curve-p1-000492,reviewed_visible_observation,confirmed_continuous_curve
p1,2474.37381998216,40.41442574462569,2.299599428514739,0.0936751858931828,612,270.0,4.0,0.5,False,visible,line-p1-000493,example-reviewer,accepted,,False,continuous,0,492,curve-p1-000493,reviewed_visible_observation,confirmed_continuous_curve
p1,2478.9730188391895,41.16382723177112,2.299599428514739,0.0936751858931828,613,266.0,4.0,0.5,False,visible,line-p1-000494,example-reviewer,accepted,,False,continuous,0,493,curve-p1-000494,reviewed_visible_observation,confirmed_continuous_curve
p1,2483.572217696219,41.72587834713019,2.299599428514739,0.0936751858931828,614,263.0,2.0,0.5,False,visible,line-p1-000495,example-reviewer,accepted,,False,continuous,0,494,curve-p1-000495,reviewed_visible_observation,confirmed_continuous_curve
p1,2488.1714165532485,42.10057909070291,2.299599428514739,0.0936751858931828,615,261.0,0.5,0.5,False,visible,line-p1-000496,example-reviewer,accepted,,False,continuous,0,495,curve-p1-000496,reviewed_visible_observation,confirmed_continuous_curve
p1,2580.15539369384,41.35117760355748,2.299599428514739,0.0936751858931828,635,265.0,4.0,0.5,False,visible,line-p1-000497,example-reviewer,accepted,,True,continuous,0,496,curve-p1-000497,reviewed_visible_observation,confirmed_continuous_curve
p1,2584.7545925508703,40.32075055873251,2.2995994285156485,0.0936751858931757,636,270.5,9.5,0.5,False,visible,line-p1-000498,example-reviewer,accepted,,False,continuous,0,497,curve-p1-000498,reviewed_visible_observation,confirmed_continuous_curve
p1,2589.3537914078997,39.19664832801437,2.299599428514739,0.0936751858931757,637,276.5,6.5,0.5,False,visible,line-p1-000499,example-reviewer,accepted,,False,continuous,0,498,curve-p1-000499,reviewed_visible_observation,confirmed_continuous_curve
p1,2593.952990264929,37.88519572550987,2.299599428514739,0.0936751858931828,638,283.5,2.5,0.5,False,visible,line-p1-000500,example-reviewer,accepted,,False,continuous,0,499,curve-p1-000500,reviewed_visible_observation,confirmed_continuous_curve
p1,2598.5521891219587,37.229469424257616,2.299599428514739,0.0936751858931828,639,287.0,3.0,0.5,False,visible,line-p1-000501,example-reviewer,accepted,,False,continuous,0,500,curve-p1-000501,reviewed_visible_observation,confirmed_continuous_curve
p1,2603.151387978988,36.573743123005364,2.299599428514739,0.0936751858931828,640,290.5,3.5,0.5,False,visible,line-p1-000502,example-reviewer,accepted,,False,continuous,0,501,curve-p1-000502,reviewed_visible_observation,confirmed_continuous_curve
p1,2607.7505868360176,35.82434163585994,2.299599428514739,0.0936751858931828,641,294.5,3.5,0.5,False,visible,line-p1-000503,example-reviewer,accepted,,False,continuous,0,502,curve-p1-000503,reviewed_visible_observation,confirmed_continuous_curve
p1,2612.349785693047,35.07494014871451,2.299599428514739,0.0936751858931828,642,298.5,3.5,0.5,False,visible,line-p1-000504,example-reviewer,accepted,,False,continuous,0,503,curve-p1-000504,reviewed_visible_observation,confirmed_continuous_curve
